623a661551b40beb886417cf,19008,56623104,753
5d94a7d4de00e43a93dc9e7b,17175,101711872,1031
613948faf856a49966a48918,20477,114294784,1070
611a781711af7f8d11e235a0,2870,101711872,454
61c268092c70058d42493f7e,1513,137363456,347
61c68d23e53b18a3060468cf,2849,114294784,339
62d54b24d1879884e2921fae,8159,124780544,466
5d9502dede00e43a93e9edd3,11174,109051904,697
5f277bb71ae255dc11aec441,2824,167772160,668
603b781f62af2274de5f5691,316,137363456,174
5d962382de00e43a934249c8,11349,133169152,953
5d966b49de00e43a93caa3a3,6510,111149056,643
5f6aa03ad9536dbfa107e850,8901,160432128,781
5e73e03a86fbf38b1c66ca37,1850,120586240,439
60cbcfd8713666fcd5fdbed8,2332,144703488,350
5fa201c5d9536dbfa1b5f5eb,7569,110100480,401
5ed3b6afa0bf057a74d847cc,1909,124780544,155
5ed2f767a0bf057a740cd1c9,904,124780544,192
61d94734e53b18a3060bed53,203,131072000,284
6002cf9c5280dc2beceb5b70,12113,108003328,883
5fa48b4ad9536dbfa1f75f95,2273,135266304,514
5fa82e7a2f12327cd2114244,692,135266304,338
5f80e5b5d9536dbfa17cd467,5743,119537664,452
602828fc62af2274de7a4088,92,105906176,247
6134c9f8e96c99521bd920ff,4294,127926272,639
5fe3d0cf42b031acad59505b,57,137363456,212
5fb464ad88102f5bbde56aa2,409,136314880,150
60a7e6535798e7d8ed2534b6,26,135266304,161
61056c3de0bb9af3445f11a0,8378,110100480,474
6068f3192fd7cca5d17d8721,6119,135266304,432
604d63db16d46ee601bd3d37,211,135266304,205
60716a712fd7cca5d187218e,1101,146800640,280
6034e29d62af2274de4867d0,7921,71303168,525
602fd8a562af2274de9b662f,9099,71303168,589
60334a1862af2274de401a35,15583,71303168,799
60dc24b5ded238b638cb665d,21884,69206016,1065
61229da2d5b4ec25f9b6a09e,721,101711872,322
610ecd212871b1898e009fb7,686,124780544,370
609a532b5798e7d8ed81fd28,3715,181403648,472
6097f4ad5798e7d8ed78d5b1,340,181403648,314
61e6d0f926ad8c239e4eb0e3,13260,127926272,592
61e22fab2c70058d422dd75a,5329,127926272,621
613968292e5a906dd1e89732,7672,114294784,431
61418b84294c0d070a695053,12718,114294784,718
61759642da9e07029d2385ad,5484,110100480,559
61446acb468e0f8d1dba120b,8011,110100480,608
61fa21995c5fb7c6d792572b,327,123731968,142
61eca40ef9cce1b68a4c5bfe,9611,147849216,581
620651f91b1d2edaaf085272,5590,122683392,726
625356f2926eff1d69106576,9459,83886080,480
623d59fff450d8fcc44c46aa,5207,28311552,395
61cb9351c0856da105df2058,2793,114294784,454
6258d3ed5ffb3f8a6c46a71a,2006,36700160,400
620b953c5059e6cbe21897da,2697,125829120,482
62ca66e946422214dff9a0f7,9738,122683392,463
62cf46b96da26c460e9d144b,14380,122683392,559
622899375878ef6ebd8c40de,1934,119537664,408
6242db244f13f633fecb4027,4100,102760448,426
6278b725cf0ac47bbcf68005,1153,130023424,248
6283d412830a6044a0716573,2000,133169152,500
628d28a461f45fb46c32ff2d,653,133169152,179
62659e12830a6044a077fed5,2228,112197632,425
622f7cdef450d8fcc47fc67a,9198,163577856,986
6281968a15804bae75c8469a,3737,134217728,510
62a63fca8671349bd0a41a29,2617,137363456,560
62af5ec3eb47d615965083f0,6350,137363456,677
62eb00de3b4a94777074c273,2080,134217728,556
62ea137c123ca4ad3ebd4584,224,134217728,240
6302aabc60b5edc2a0a74354,16208,119537664,988
62f851d1fa436e8802cc023d,11942,119537664,530
630751fa43c263d51bba88b4,13751,127926272,766
629330db81d6b71d825ec87b,6201,133169152,533
62c483b7974f5fee8281107a,19,149946368,173
625d79c7926eff1d699b29f8,3107,94371840,565
634384d98d9b4bc5bbe91bf0,11699,133169152,1066
633bd432314f1498bfd0dd0c,359,133169152,367
5fb6e3d588102f5bbdf015c0,10256,136314880,720
5fe79f8042b031acadceda85,1481,137363456,450
62852ecdb66dadc106da9e4f,5483,133169152,486
5d94be0dde00e43a93602aae,4565,140509184,478
5f4661ef1ae255dc1164524a,5756,128974848,860
5d94ffbbde00e43a93d74017,24845,118489088,946
61df4005f029ed5103e10fcc,6544,139460608,707
6206e8b9373fe9c2703c4235,1572,122683392,557
5d95f5d4de00e43a9327bfd3,10678,111149056,845
5dc7f9c209dc5a1006186ad8,3163,103809024,399
5d95314cde00e43a931c241d,18039,99614720,794
5d951180de00e43a93450a32,16518,119537664,842
5d964b7ade00e43a931c3f35,7887,58720256,549
5dd5495d09dc5a1006dc7782,3232,116391936,553
5e271d315e629d1fc7d03bca,1359,121634816,463
5f6a2949d9536dbfa1be8f94,3637,160432128,602
5e3ad27ce8dc1f9657c6b10e,18350,137363456,963
5e1f92e91670fc3718500811,8856,132120576,478
60d03ba3e0f69bb4499c0598,15822,65011712,888
5ef5d07971d972c28fb2308e,8998,133169152,712
61d8bd482c70058d42e65f9f,3673,131072000,444
61d814f8c0856da105eb34df,1634,131072000,312
5f1d56251ae255dc1181eca3,441,167772160,452
5f4446ba1ae255dc11634e6c,9582,128974848,429
